path,name,family,role,sizeX,sizeY,sizeZ,minX,minY,minZ,maxX,maxY,maxZ,renderers,triangles,materials,skinned
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Robotic_Part_05.prefab","SM_Prop_Robotic_Part_05",Prop,Other,0.89,0.15,0.40,-0.44,-0.02,-0.20,0.44,0.13,0.20,1,630,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Robotic_Part_06.prefab","SM_Prop_Robotic_Part_06",Prop,Other,0.17,0.42,0.29,-0.09,-0.22,-0.15,0.09,0.20,0.15,1,582,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Robotic_Part_07.prefab","SM_Prop_Robotic_Part_07",Prop,Other,0.16,0.52,0.68,-0.08,-0.37,-0.41,0.08,0.14,0.27,1,630,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Robotic_Part_08.prefab","SM_Prop_Robotic_Part_08",Prop,Other,0.35,0.54,0.35,-0.25,-0.45,-0.26,0.10,0.09,0.08,1,798,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Robotic_Part_09.prefab","SM_Prop_Robotic_Part_09",Prop,Other,0.15,0.44,0.17,-0.08,-0.22,-0.09,0.08,0.22,0.09,1,244,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_RubbishPile_01.prefab","SM_Prop_RubbishPile_01",Prop,Other,2.72,0.98,1.76,-1.36,-0.14,-1.04,1.36,0.84,0.72,1,571,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_RubbishPile_02.prefab","SM_Prop_RubbishPile_02",Prop,Other,1.99,0.25,1.39,-1.00,-0.13,-0.70,1.00,0.13,0.70,1,143,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_RubbishPile_03.prefab","SM_Prop_RubbishPile_03",Prop,Other,1.81,0.24,1.01,-0.90,-0.13,-0.51,0.90,0.11,0.51,1,168,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Rubbish_Bin_01.prefab","SM_Prop_Rubbish_Bin_01",Prop,Other,0.58,0.95,0.58,-0.29,0.00,-0.29,0.29,0.95,0.29,2,384,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Rubbish_Paper_01.prefab","SM_Prop_Rubbish_Paper_01",Prop,Other,0.24,0.00,0.32,-0.12,0.00,-0.16,0.12,0.00,0.16,1,2,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Rubbish_Paper_02.prefab","SM_Prop_Rubbish_Paper_02",Prop,Other,0.24,0.00,0.32,-0.12,0.00,-0.16,0.12,0.00,0.16,1,2,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Rubbish_Paper_03.prefab","SM_Prop_Rubbish_Paper_03",Prop,Other,0.24,0.02,0.32,-0.12,0.00,-0.16,0.12,0.02,0.16,1,8,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Rubbish_Paper_04.prefab","SM_Prop_Rubbish_Paper_04",Prop,Other,0.24,0.02,0.32,-0.12,0.00,-0.16,0.12,0.02,0.16,1,6,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_SatDish_01.prefab","SM_Prop_SatDish_01",Prop,Other,1.84,0.98,1.94,-0.92,0.00,-0.92,0.92,0.98,1.02,1,156,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_SatDish_02.prefab","SM_Prop_SatDish_02",Prop,Other,1.48,1.01,1.48,-0.74,0.00,-0.74,0.74,1.01,0.74,1,78,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_SatDish_03.prefab","SM_Prop_SatDish_03",Prop,Other,0.99,1.38,1.01,-0.50,0.00,-0.52,0.50,1.38,0.49,1,386,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_SatDish_Base_01.prefab","SM_Prop_SatDish_Base_01",Prop,Other,1.28,1.93,1.29,-0.64,0.00,-0.32,0.64,1.93,0.97,2,386,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Scanner_01.prefab","SM_Prop_Scanner_01",Prop,Other,0.13,0.17,0.04,-0.07,-0.08,-0.02,0.07,0.08,0.02,1,348,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_SciFi_Pad_01.prefab","SM_Prop_SciFi_Pad_01",Prop,Other,2.28,0.12,1.50,-1.14,0.00,-0.75,1.14,0.12,0.75,1,64,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Security_Camera_01.prefab","SM_Prop_Security_Camera_01",Prop,Other,0.36,1.16,1.14,-0.18,-0.18,0.00,0.18,0.98,1.14,2,786,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Security_Camera_02.prefab","SM_Prop_Security_Camera_02",Prop,Other,0.36,1.07,1.08,-0.18,-0.18,0.00,0.18,0.89,1.08,2,350,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Security_Monitor_01.prefab","SM_Prop_Security_Monitor_01",Prop,Other,0.76,1.50,0.96,-0.38,-1.43,-0.28,0.38,0.07,0.68,1,328,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Security_Scanner_01.prefab","SM_Prop_Security_Scanner_01",Prop,Other,2.00,2.76,0.68,-1.00,0.00,-0.34,1.00,2.76,0.34,1,652,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Shelf_01.prefab","SM_Prop_Shelf_01",Prop,Other,3.28,2.22,0.75,-1.64,0.00,0.00,1.64,2.22,0.75,1,308,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Shelf_Preset_01.prefab","SM_Prop_Shelf_Preset_01",Prop,Other,3.28,2.30,0.87,-1.64,0.00,0.00,1.64,2.30,0.87,1,6294,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Shelf_Wall_01.prefab","SM_Prop_Shelf_Wall_01",Prop,Wall,2.03,1.18,0.57,-1.01,-1.18,0.00,1.01,0.00,0.57,1,176,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Shelf_Wall_Preset_01.prefab","SM_Prop_Shelf_Wall_Preset_01",Prop,Wall,2.03,1.36,0.82,-1.01,-1.36,0.00,1.01,0.00,0.82,1,1688,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Shelf_Wall_Preset_02.prefab","SM_Prop_Shelf_Wall_Preset_02",Prop,Wall,2.03,1.19,0.57,-1.01,-1.18,0.00,1.01,0.02,0.57,1,1156,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Shelf_Wall_Preset_03.prefab","SM_Prop_Shelf_Wall_Preset_03",Prop,Wall,2.03,1.19,0.58,-1.01,-1.18,0.00,1.01,0.02,0.58,1,1496,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Shelves_01.prefab","SM_Prop_Shelves_01",Prop,Other,3.69,1.77,0.44,-1.85,0.00,-0.22,1.85,1.77,0.22,1,284,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Shield_Bubble_01.prefab","SM_Prop_Shield_Bubble_01",Prop,Other,6.10,6.08,6.09,-3.05,-3.04,-3.05,3.05,3.04,3.05,1,1956,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Sidewalk_Barrier_01.prefab","SM_Prop_Sidewalk_Barrier_01",Prop,Railing,0.31,1.21,0.31,-0.16,0.00,-0.16,0.16,1.21,0.16,1,112,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Sidewalk_Panel_01.prefab","SM_Prop_Sidewalk_Panel_01",Prop,Other,0.74,0.06,0.74,-0.37,0.00,-0.37,0.37,0.06,0.37,1,136,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Sidewalk_Panel_02.prefab","SM_Prop_Sidewalk_Panel_02",Prop,Other,0.74,0.06,0.74,-0.37,0.00,-0.37,0.37,0.06,0.37,1,96,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Sidewalk_Panel_03.prefab","SM_Prop_Sidewalk_Panel_03",Prop,Other,0.72,0.14,0.72,-0.36,0.00,-0.36,0.36,0.14,0.36,1,60,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Sidewalk_Panel_04.prefab","SM_Prop_Sidewalk_Panel_04",Prop,Other,0.96,0.11,0.99,-0.48,0.00,-0.50,0.48,0.11,0.50,1,144,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Sidewalk_Panel_05.prefab","SM_Prop_Sidewalk_Panel_05",Prop,Other,0.70,0.11,0.70,-0.35,0.00,-0.35,0.35,0.11,0.35,1,112,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Sidewalk_Panel_06.prefab","SM_Prop_Sidewalk_Panel_06",Prop,Other,0.70,0.09,0.70,-0.35,0.02,-0.35,0.35,0.10,0.35,1,98,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Sidewalk_Pipe_01.prefab","SM_Prop_Sidewalk_Pipe_01",Prop,Other,0.59,0.90,0.84,-0.30,0.00,-0.30,0.30,0.90,0.54,1,192,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Sidewalk_Pipe_02.prefab","SM_Prop_Sidewalk_Pipe_02",Prop,Other,0.51,2.83,0.78,-0.25,0.00,-0.23,0.25,2.83,0.56,1,288,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Sidewalk_Rubble_01.prefab","SM_Prop_Sidewalk_Rubble_01",Prop,Other,0.82,0.11,0.52,-0.41,0.00,-0.26,0.41,0.11,0.26,1,52,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Spanner_01.prefab","SM_Prop_Spanner_01",Prop,Other,0.14,0.05,0.66,-0.07,0.00,-0.33,0.07,0.05,0.33,1,104,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Stool_01.prefab","SM_Prop_Stool_01",Prop,Other,0.44,0.78,0.43,-0.22,0.00,-0.22,0.22,0.78,0.22,1,162,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Streetlight_01.prefab","SM_Prop_Streetlight_01",Prop,Other,0.62,5.40,2.64,-0.31,0.00,-0.31,0.31,5.40,2.33,1,748,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_StripClub_Chair_01.prefab","SM_Prop_StripClub_Chair_01",Prop,Other,0.67,1.19,0.62,-0.34,0.00,-0.31,0.34,1.19,0.31,1,362,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_StripClub_Curtain_01.prefab","SM_Prop_StripClub_Curtain_01",Prop,Other,2.06,2.62,0.11,-1.03,0.09,-0.05,1.03,2.71,0.05,2,492,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_StripClub_Pole_01.prefab","SM_Prop_StripClub_Pole_01",Prop,Other,0.08,2.29,0.07,-0.04,0.00,-0.03,0.04,2.29,0.03,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_StripClub_Sofa_01.prefab","SM_Prop_StripClub_Sofa_01",Prop,Other,3.05,0.96,1.46,-1.53,0.00,-0.73,1.53,0.96,0.73,1,470,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_StripClub_Stage_01.prefab","SM_Prop_StripClub_Stage_01",Prop,Other,1.59,0.93,8.45,-0.80,0.00,-4.23,0.80,0.93,4.23,1,372,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_StripClub_Stage_02.prefab","SM_Prop_StripClub_Stage_02",Prop,Other,2.25,0.79,2.26,0.00,0.00,-1.13,2.25,0.79,1.13,1,298,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_StripClub_Steps_01.prefab","SM_Prop_StripClub_Steps_01",Prop,Other,1.23,0.79,1.22,-0.62,0.00,-0.61,0.62,0.79,0.61,1,260,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_StripClub_Table_01.prefab","SM_Prop_StripClub_Table_01",Prop,Other,1.22,0.98,1.22,-0.61,0.00,-0.61,0.61,0.98,0.61,1,216,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Supplies_01.prefab","SM_Prop_Supplies_01",Prop,Other,0.57,0.28,0.55,-0.28,0.00,-0.27,0.28,0.28,0.27,1,604,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Table_Small_01.prefab","SM_Prop_Table_Small_01",Prop,Other,0.84,0.54,1.60,-0.42,0.00,-0.80,0.42,0.54,0.80,1,200,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_TrashBag_01.prefab","SM_Prop_TrashBag_01",Prop,Other,0.61,0.90,0.83,-0.31,0.00,-0.41,0.31,0.90,0.41,1,128,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_TrashBag_02.prefab","SM_Prop_TrashBag_02",Prop,Other,0.79,0.98,0.81,-0.40,0.00,-0.40,0.40,0.98,0.40,1,128,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_TrashBag_03.prefab","SM_Prop_TrashBag_03",Prop,Other,0.71,0.77,0.85,-0.35,0.00,-0.43,0.35,0.77,0.43,1,128,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_TrashCan_01.prefab","SM_Prop_TrashCan_01",Prop,Other,0.87,1.04,0.70,-0.44,0.00,-0.35,0.44,1.04,0.35,2,430,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_VRBooth_01.prefab","SM_Prop_VRBooth_01",Prop,Other,1.63,2.77,1.69,-0.81,0.00,-0.84,0.81,2.77,0.84,1,1760,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_VRHeadset_01.prefab","SM_Prop_VRHeadset_01",Prop,Other,0.32,0.18,0.29,-0.16,-0.09,-0.14,0.16,0.09,0.14,1,416,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_VendingMachine_01.prefab","SM_Prop_VendingMachine_01",Prop,Other,0.76,1.62,0.64,-0.38,0.00,-0.32,0.38,1.62,0.32,1,194,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_VendingMachine_Soda_01.prefab","SM_Prop_VendingMachine_Soda_01",Prop,Other,1.91,4.00,1.69,-0.95,0.00,-0.84,0.95,4.00,0.84,2,1920,2,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Vent_01.prefab","SM_Prop_Vent_01",Prop,Other,2.16,2.10,0.62,-1.08,-1.05,-0.16,1.08,1.05,0.46,1,160,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Vent_02.prefab","SM_Prop_Vent_02",Prop,Other,1.09,1.99,1.88,-0.55,0.00,-0.94,0.55,1.99,0.94,1,172,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Vent_03.prefab","SM_Prop_Vent_03",Prop,Other,1.08,1.82,1.08,-0.54,0.00,-0.54,0.54,1.82,0.54,1,94,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Vent_04.prefab","SM_Prop_Vent_04",Prop,Other,1.68,1.02,1.68,-0.84,0.00,-0.84,0.84,1.02,0.84,1,96,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_WallAttach_Electronics_01.prefab","SM_Prop_WallAttach_Electronics_01",Prop,Wall,1.03,1.88,0.45,-0.51,-0.94,-0.10,0.51,0.94,0.35,1,242,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_WallAttach_Electronics_02.prefab","SM_Prop_WallAttach_Electronics_02",Prop,Wall,0.82,0.74,0.50,-0.24,-0.35,-0.11,0.58,0.39,0.39,1,202,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_WallAttach_Electronics_03.prefab","SM_Prop_WallAttach_Electronics_03",Prop,Wall,0.59,0.70,0.34,-0.30,-0.47,-0.11,0.30,0.24,0.23,1,76,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_WallAttach_Electronics_04.prefab","SM_Prop_WallAttach_Electronics_04",Prop,Wall,0.82,0.92,0.34,-0.41,-0.47,-0.11,0.41,0.45,0.23,1,90,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_WallAttach_Electronics_05.prefab","SM_Prop_WallAttach_Electronics_05",Prop,Wall,1.36,2.75,0.42,-1.01,-2.56,-0.11,0.36,0.19,0.31,1,484,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_WallAttach_Electronics_06.prefab","SM_Prop_WallAttach_Electronics_06",Prop,Wall,0.42,1.17,0.26,-0.21,-0.71,-0.09,0.21,0.46,0.17,1,76,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_WallAttach_Vent_01.prefab","SM_Prop_WallAttach_Vent_01",Prop,Wall,0.78,2.21,0.53,-0.39,-1.11,-0.26,0.39,1.11,0.26,1,218,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_WallAttach_Vent_02.prefab","SM_Prop_WallAttach_Vent_02",Prop,Wall,0.88,3.00,0.53,-0.39,-1.89,-0.26,0.50,1.11,0.26,1,266,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_WallAttach_Vent_03.prefab","SM_Prop_WallAttach_Vent_03",Prop,Wall,0.78,3.00,0.53,-0.10,-1.89,-0.26,0.68,1.11,0.26,1,290,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_WallAttach_Vent_04.prefab","SM_Prop_WallAttach_Vent_04",Prop,Wall,0.82,2.80,0.30,-0.41,-1.50,-0.15,0.41,1.30,0.15,1,414,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Wall_Prop_01.prefab","SM_Prop_Wall_Prop_01",Prop,Wall,0.67,0.28,0.18,-0.33,-0.14,0.00,0.33,0.14,0.18,1,260,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Wall_Table_01.prefab","SM_Prop_Wall_Table_01",Prop,Wall,2.28,1.23,1.18,-1.14,-0.10,-0.11,1.14,1.12,1.07,1,484,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Watercooler_01.prefab","SM_Prop_Watercooler_01",Prop,Other,0.40,2.21,0.42,-0.20,0.00,-0.21,0.20,2.21,0.21,2,478,2,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Window_01.prefab","SM_Prop_Window_01",Prop,Window,1.10,1.10,0.24,-0.55,-0.55,0.00,0.55,0.55,0.24,1,112,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Window_02.prefab","SM_Prop_Window_02",Prop,Window,2.15,1.48,0.24,-1.07,-0.74,0.00,1.07,0.74,0.24,1,314,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Window_03.prefab","SM_Prop_Window_03",Prop,Window,1.53,1.25,0.26,-0.77,-0.62,-0.01,0.77,0.62,0.25,1,114,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Window_Bolts_01.prefab","SM_Prop_Window_Bolts_01",Prop,Window,0.94,1.53,0.17,-0.47,-0.77,-0.03,0.47,0.77,0.14,1,290,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_Window_Shutter_01.prefab","SM_Prop_Window_Shutter_01",Prop,Window,2.78,1.31,0.05,-1.39,0.00,-0.02,1.39,1.31,0.02,1,8,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_WoodenPath_01.prefab","SM_Prop_WoodenPath_01",Prop,Other,0.90,0.09,0.91,-0.45,0.00,-0.45,0.45,0.09,0.45,1,100,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Props/SM_Prop_table_01.prefab","SM_Prop_table_01",Prop,Other,2.79,0.94,2.20,-1.39,0.00,-1.10,1.39,0.94,1.10,1,232,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_01.prefab","SM_Sign_01",Sign,Other,1.60,0.46,0.05,-0.80,-0.23,-0.02,0.80,0.23,0.02,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_011.prefab","SM_Sign_011",Sign,Other,1.60,0.46,0.05,-0.80,-0.23,-0.02,0.80,0.23,0.02,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_02.prefab","SM_Sign_02",Sign,Other,1.60,0.29,0.05,-0.80,-0.14,-0.02,0.80,0.14,0.02,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_03.prefab","SM_Sign_03",Sign,Other,1.60,0.36,0.05,-0.80,-0.18,-0.02,0.80,0.18,0.02,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_04.prefab","SM_Sign_04",Sign,Other,1.60,0.43,0.05,-0.80,-0.22,-0.02,0.80,0.22,0.02,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_05.prefab","SM_Sign_05",Sign,Other,1.60,0.38,0.05,-0.80,-0.19,-0.02,0.80,0.19,0.02,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_06.prefab","SM_Sign_06",Sign,Other,1.60,0.27,0.05,-0.80,-0.14,-0.02,0.80,0.14,0.02,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_07.prefab","SM_Sign_07",Sign,Other,1.60,0.42,0.05,-0.80,-0.21,-0.02,0.80,0.21,0.02,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_08.prefab","SM_Sign_08",Sign,Other,1.60,0.30,0.05,-0.80,-0.15,-0.02,0.80,0.15,0.02,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_09.prefab","SM_Sign_09",Sign,Other,1.60,0.24,0.05,-0.80,-0.12,-0.02,0.80,0.12,0.02,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_01.prefab","SM_Sign_Ad_01",Sign,Other,0.61,1.96,0.03,-0.31,-0.98,-0.01,0.31,0.98,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_02.prefab","SM_Sign_Ad_02",Sign,Other,0.61,1.96,0.03,-0.31,-0.98,-0.01,0.31,0.98,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_03.prefab","SM_Sign_Ad_03",Sign,Other,0.60,1.97,0.03,-0.30,-0.98,-0.01,0.30,0.98,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_04.prefab","SM_Sign_Ad_04",Sign,Other,0.97,0.64,0.03,-0.48,-0.32,-0.01,0.48,0.32,0.01,1,28,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_05.prefab","SM_Sign_Ad_05",Sign,Other,0.97,0.64,0.03,-0.48,-0.32,-0.01,0.48,0.32,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_06.prefab","SM_Sign_Ad_06",Sign,Other,0.97,0.64,0.03,-0.48,-0.32,-0.01,0.48,0.32,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_07.prefab","SM_Sign_Ad_07",Sign,Other,0.97,0.64,0.03,-0.48,-0.32,-0.01,0.48,0.32,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_08.prefab","SM_Sign_Ad_08",Sign,Other,0.97,0.64,0.03,-0.48,-0.32,-0.01,0.48,0.32,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_09.prefab","SM_Sign_Ad_09",Sign,Other,0.97,0.64,0.03,-0.48,-0.32,-0.01,0.48,0.32,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_10.prefab","SM_Sign_Ad_10",Sign,Other,0.97,0.64,0.03,-0.48,-0.32,-0.01,0.48,0.32,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_11.prefab","SM_Sign_Ad_11",Sign,Other,0.97,0.64,0.03,-0.48,-0.32,-0.01,0.48,0.32,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_12.prefab","SM_Sign_Ad_12",Sign,Other,0.97,0.64,0.03,-0.48,-0.32,-0.01,0.48,0.32,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_13.prefab","SM_Sign_Ad_13",Sign,Other,0.97,0.64,0.03,-0.48,-0.32,-0.01,0.48,0.32,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_14.prefab","SM_Sign_Ad_14",Sign,Other,0.96,0.62,0.03,-0.48,-0.31,-0.01,0.48,0.31,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_15.prefab","SM_Sign_Ad_15",Sign,Other,0.98,0.62,0.03,-0.49,-0.31,-0.01,0.49,0.31,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_16.prefab","SM_Sign_Ad_16",Sign,Other,0.96,0.62,0.03,-0.48,-0.31,-0.01,0.48,0.31,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_17.prefab","SM_Sign_Ad_17",Sign,Other,0.98,0.64,0.03,-0.49,-0.32,-0.01,0.49,0.32,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_18.prefab","SM_Sign_Ad_18",Sign,Other,1.00,0.62,0.03,-0.50,-0.31,-0.01,0.50,0.31,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_19.prefab","SM_Sign_Ad_19",Sign,Other,0.98,0.63,0.03,-0.49,-0.32,-0.01,0.49,0.32,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_20.prefab","SM_Sign_Ad_20",Sign,Other,0.98,0.62,0.03,-0.49,-0.31,-0.01,0.49,0.31,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_21.prefab","SM_Sign_Ad_21",Sign,Other,0.96,0.62,0.03,-0.48,-0.31,-0.01,0.48,0.31,0.01,1,10,1,0
